"Counting","AGEP Age","MB by Commonwealth Electoral Divisions (UR)","Count"
"Persons Place of Usual Residence","53","Calwell",1783
"Persons Place of Usual Residence","53","Aston",2236
"Persons Place of Usual Residence","53","La Trobe",1579
"Persons Place of Usual Residence","53","Bruce",2341
"Persons Place of Usual Residence","53","Holt",1693
"Persons Place of Usual Residence","53","Fraser",1840
"Persons Place of Usual Residence","53","Lalor",1869
"Persons Place of Usual Residence","53","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","53","No usual address (Vic.)",92
"Persons Place of Usual Residence","53","Total",76807
"Persons Place of Usual Residence","54","Casey",2201
"Persons Place of Usual Residence","54","Dunkley",2114
"Persons Place of Usual Residence","54","Gellibrand",1763
"Persons Place of Usual Residence","54","Nicholls",2216
"Persons Place of Usual Residence","54","Indi",2241
"Persons Place of Usual Residence","54","Corio",1991
"Persons Place of Usual Residence","54","Corangamite",1477
"Persons Place of Usual Residence","54","McEwen",1701
"Persons Place of Usual Residence","54","Monash",1848
"Persons Place of Usual Residence","54","Bendigo",1960
"Persons Place of Usual Residence","54","Wannon",2320
"Persons Place of Usual Residence","54","Mallee",2385
"Persons Place of Usual Residence","54","Hawke",1775
"Persons Place of Usual Residence","54","Ballarat",1987
"Persons Place of Usual Residence","54","Gippsland",2117
"Persons Place of Usual Residence","54","Flinders",1862
"Persons Place of Usual Residence","54","Wills",1605
"Persons Place of Usual Residence","54","Melbourne",1407
"Persons Place of Usual Residence","54","Cooper",1741
"Persons Place of Usual Residence","54","Maribyrnong",1833
"Persons Place of Usual Residence","54","Macnamara",1786
"Persons Place of Usual Residence","54","Higgins",1792
"Persons Place of Usual Residence","54","Kooyong",2251
"Persons Place of Usual Residence","54","Menzies",2175
"Persons Place of Usual Residence","54","Chisholm",2073
"Persons Place of Usual Residence","54","Deakin",2070
"Persons Place of Usual Residence","54","Goldstein",2182
"Persons Place of Usual Residence","54","Hotham",2071
"Persons Place of Usual Residence","54","Isaacs",1951
"Persons Place of Usual Residence","54","Jagajaga",1999
"Persons Place of Usual Residence","54","Scullin",1850
"Persons Place of Usual Residence","54","Gorton",1897
"Persons Place of Usual Residence","54","Calwell",1743
"Persons Place of Usual Residence","54","Aston",2304
"Persons Place of Usual Residence","54","La Trobe",1465
"Persons Place of Usual Residence","54","Bruce",2244
"Persons Place of Usual Residence","54","Holt",1634
"Persons Place of Usual Residence","54","Fraser",1902
"Persons Place of Usual Residence","54","Lalor",1760
"Persons Place of Usual Residence","54","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","54","No usual address (Vic.)",86
"Persons Place of Usual Residence","54","Total",75786
"Persons Place of Usual Residence","55","Casey",2233
"Persons Place of Usual Residence","55","Dunkley",2151
"Persons Place of Usual Residence","55","Gellibrand",1745
"Persons Place of Usual Residence","55","Nicholls",2216
"Persons Place of Usual Residence","55","Indi",2241
"Persons Place of Usual Residence","55","Corio",1965
"Persons Place of Usual Residence","55","Corangamite",1423
"Persons Place of Usual Residence","55","McEwen",1783
"Persons Place of Usual Residence","55","Monash",1910
"Persons Place of Usual Residence","55","Bendigo",1992
"Persons Place of Usual Residence","55","Wannon",2220
"Persons Place of Usual Residence","55","Mallee",2446
"Persons Place of Usual Residence","55","Hawke",1689
"Persons Place of Usual Residence","55","Ballarat",1935
"Persons Place of Usual Residence","55","Gippsland",2142
"Persons Place of Usual Residence","55","Flinders",1903
"Persons Place of Usual Residence","55","Wills",1527
"Persons Place of Usual Residence","55","Melbourne",1474
"Persons Place of Usual Residence","55","Cooper",1756
"Persons Place of Usual Residence","55","Maribyrnong",1884
"Persons Place of Usual Residence","55","Macnamara",1894
"Persons Place of Usual Residence","55","Higgins",1751
"Persons Place of Usual Residence","55","Kooyong",2170
"Persons Place of Usual Residence","55","Menzies",2151
"Persons Place of Usual Residence","55","Chisholm",2003
"Persons Place of Usual Residence","55","Deakin",2045
"Persons Place of Usual Residence","55","Goldstein",2124
"Persons Place of Usual Residence","55","Hotham",1990
"Persons Place of Usual Residence","55","Isaacs",1886
"Persons Place of Usual Residence","55","Jagajaga",2137
"Persons Place of Usual Residence","55","Scullin",1942
"Persons Place of Usual Residence","55","Gorton",1825
"Persons Place of Usual Residence","55","Calwell",1669
"Persons Place of Usual Residence","55","Aston",2258
"Persons Place of Usual Residence","55","La Trobe",1369
"Persons Place of Usual Residence","55","Bruce",2247
"Persons Place of Usual Residence","55","Holt",1666
"Persons Place of Usual Residence","55","Fraser",1882
"Persons Place of Usual Residence","55","Lalor",1696
"Persons Place of Usual Residence","55","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","55","No usual address (Vic.)",85
"Persons Place of Usual Residence","55","Total",75411
"Persons Place of Usual Residence","56","Casey",2088
"Persons Place of Usual Residence","56","Dunkley",2028
"Persons Place of Usual Residence","56","Gellibrand",1732
"Persons Place of Usual Residence","56","Nicholls",2190
"Persons Place of Usual Residence","56","Indi",2253
"Persons Place of Usual Residence","56","Corio",1957
"Persons Place of Usual Residence","56","Corangamite",1481
"Persons Place of Usual Residence","56","McEwen",1564
"Persons Place of Usual Residence","56","Monash",1817
"Persons Place of Usual Residence","56","Bendigo",1911
"Persons Place of Usual Residence","56","Wannon",2171
"Persons Place of Usual Residence","56","Mallee",2400
"Persons Place of Usual Residence","56","Hawke",1639
"Persons Place of Usual Residence","56","Ballarat",1732
"Persons Place of Usual Residence","56","Gippsland",2156
"Persons Place of Usual Residence","56","Flinders",1815
"Persons Place of Usual Residence","56","Wills",1476
"Persons Place of Usual Residence","56","Melbourne",1307
"Persons Place of Usual Residence","56","Cooper",1645
"Persons Place of Usual Residence","56","Maribyrnong",1715
"Persons Place of Usual Residence","56","Macnamara",1766
"Persons Place of Usual Residence","56","Higgins",1665
"Persons Place of Usual Residence","56","Kooyong",2037
"Persons Place of Usual Residence","56","Menzies",2140
"Persons Place of Usual Residence","56","Chisholm",2079
"Persons Place of Usual Residence","56","Deakin",2028
"Persons Place of Usual Residence","56","Goldstein",2037
"Persons Place of Usual Residence","56","Hotham",2127
"Persons Place of Usual Residence","56","Isaacs",1895
"Persons Place of Usual Residence","56","Jagajaga",1988
"Persons Place of Usual Residence","56","Scullin",1760
"Persons Place of Usual Residence","56","Gorton",1826
"Persons Place of Usual Residence","56","Calwell",1570
"Persons Place of Usual Residence","56","Aston",2113
"Persons Place of Usual Residence","56","La Trobe",1384
"Persons Place of Usual Residence","56","Bruce",2186
"Persons Place of Usual Residence","56","Holt",1591
"Persons Place of Usual Residence","56","Fraser",1891
"Persons Place of Usual Residence","56","Lalor",1675
"Persons Place of Usual Residence","56","Migratory - Offshore - Shipping (Vic.)",3
"Persons Place of Usual Residence","56","No usual address (Vic.)",83
"Persons Place of Usual Residence","56","Total",72910
"Persons Place of Usual Residence","57","Casey",2021
"Persons Place of Usual Residence","57","Dunkley",2035
"Persons Place of Usual Residence","57","Gellibrand",1638
"Persons Place of Usual Residence","57","Nicholls",2030
"Persons Place of Usual Residence","57","Indi",2175
"Persons Place of Usual Residence","57","Corio",1843
"Persons Place of Usual Residence","57","Corangamite",1490
"Persons Place of Usual Residence","57","McEwen",1554
"Persons Place of Usual Residence","57","Monash",1946
"Persons Place of Usual Residence","57","Bendigo",1928
"Persons Place of Usual Residence","57","Wannon",2271
"Persons Place of Usual Residence","57","Mallee",2425
"Persons Place of Usual Residence","57","Hawke",1627
"Persons Place of Usual Residence","57","Ballarat",1894
"Persons Place of Usual Residence","57","Gippsland",2208
"Persons Place of Usual Residence","57","Flinders",1865
"Persons Place of Usual Residence","57","Wills",1404
"Persons Place of Usual Residence","57","Melbourne",1365
"Persons Place of Usual Residence","57","Cooper",1549
"Persons Place of Usual Residence","57","Maribyrnong",1754
"Persons Place of Usual Residence","57","Macnamara",1636
"Persons Place of Usual Residence","57","Higgins",1630
"Persons Place of Usual Residence","57","Kooyong",1938
"Persons Place of Usual Residence","57","Menzies",2048
"Persons Place of Usual Residence","57","Chisholm",1883
"Persons Place of Usual Residence","57","Deakin",1874
"Persons Place of Usual Residence","57","Goldstein",1989
"Persons Place of Usual Residence","57","Hotham",1989
"Persons Place of Usual Residence","57","Isaacs",1781
"Persons Place of Usual Residence","57","Jagajaga",2048
"Persons Place of Usual Residence","57","Scullin",1718
"Persons Place of Usual Residence","57","Gorton",1810
"Persons Place of Usual Residence","57","Calwell",1432
"Persons Place of Usual Residence","57","Aston",2015
"Persons Place of Usual Residence","57","La Trobe",1382
"Persons Place of Usual Residence","57","Bruce",2129
"Persons Place of Usual Residence","57","Holt",1503
"Persons Place of Usual Residence","57","Fraser",1838
"Persons Place of Usual Residence","57","Lalor",1515
"Persons Place of Usual Residence","57","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","57","No usual address (Vic.)",105
"Persons Place of Usual Residence","57","Total",71276
"Persons Place of Usual Residence","58","Casey",2128
"Persons Place of Usual Residence","58","Dunkley",1902
"Persons Place of Usual Residence","58","Gellibrand",1522
"Persons Place of Usual Residence","58","Nicholls",2039
"Persons Place of Usual Residence","58","Indi",2190
"Persons Place of Usual Residence","58","Corio",1878
"Persons Place of Usual Residence","58","Corangamite",1446
"Persons Place of Usual Residence","58","McEwen",1516
"Persons Place of Usual Residence","58","Monash",1825
"Persons Place of Usual Residence","58","Bendigo",1902
"Persons Place of Usual Residence","58","Wannon",2188
"Persons Place of Usual Residence","58","Mallee",2394
"Persons Place of Usual Residence","58","Hawke",1588
"Persons Place of Usual Residence","58","Ballarat",1798
"Persons Place of Usual Residence","58","Gippsland",2172
"Persons Place of Usual Residence","58","Flinders",1847
"Persons Place of Usual Residence","58","Wills",1405
"Persons Place of Usual Residence","58","Melbourne",1261
"Persons Place of Usual Residence","58","Cooper",1491
"Persons Place of Usual Residence","58","Maribyrnong",1637
"Persons Place of Usual Residence","58","Macnamara",1646
"Persons Place of Usual Residence","58","Higgins",1653
"Persons Place of Usual Residence","58","Kooyong",1917
"Persons Place of Usual Residence","58","Menzies",2009
"Persons Place of Usual Residence","58","Chisholm",1964
"Persons Place of Usual Residence","58","Deakin",1921
"Persons Place of Usual Residence","58","Goldstein",1922
"Persons Place of Usual Residence","58","Hotham",2038
"Persons Place of Usual Residence","58","Isaacs",1772
"Persons Place of Usual Residence","58","Jagajaga",2059
"Persons Place of Usual Residence","58","Scullin",1659
"Persons Place of Usual Residence","58","Gorton",1634
"Persons Place of Usual Residence","58","Calwell",1340
"Persons Place of Usual Residence","58","Aston",2096
"Persons Place of Usual Residence","58","La Trobe",1337
"Persons Place of Usual Residence","58","Bruce",2195
"Persons Place of Usual Residence","58","Holt",1392
"Persons Place of Usual Residence","58","Fraser",1833
"Persons Place of Usual Residence","58","Lalor",1542
"Persons Place of Usual Residence","58","Migratory - Offshore - Shipping (Vic.)",4
"Persons Place of Usual Residence","58","No usual address (Vic.)",71
"Persons Place of Usual Residence","58","Total",70112
"Persons Place of Usual Residence","59","Casey",2096
"Persons Place of Usual Residence","59","Dunkley",1785
"Persons Place of Usual Residence","59","Gellibrand",1428
"Persons Place of Usual Residence","59","Nicholls",2004
"Persons Place of Usual Residence","59","Indi",2134
"Persons Place of Usual Residence","59","Corio",1823
"Persons Place of Usual Residence","59","Corangamite",1521
"Persons Place of Usual Residence","59","McEwen",1485
"Persons Place of Usual Residence","59","Monash",1822
"Persons Place of Usual Residence","59","Bendigo",1836
"Persons Place of Usual Residence","59","Wannon",2165
"Persons Place of Usual Residence","59","Mallee",2384
"Persons Place of Usual Residence","59","Hawke",1608
"Persons Place of Usual Residence","59","Ballarat",1801
"Persons Place of Usual Residence","59","Gippsland",2096
"Persons Place of Usual Residence","59","Flinders",1849
"Persons Place of Usual Residence","59","Wills",1367
"Persons Place of Usual Residence","59","Melbourne",1310
"Persons Place of Usual Residence","59","Cooper",1519
"Persons Place of Usual Residence","59","Maribyrnong",1576
"Persons Place of Usual Residence","59","Macnamara",1596
"Persons Place of Usual Residence","59","Higgins",1455
"Persons Place of Usual Residence","59","Kooyong",1891
"Persons Place of Usual Residence","59","Menzies",1971
"Persons Place of Usual Residence","59","Chisholm",1834
"Persons Place of Usual Residence","59","Deakin",1793
"Persons Place of Usual Residence","59","Goldstein",1867
"Persons Place of Usual Residence","59","Hotham",1944
"Persons Place of Usual Residence","59","Isaacs",1645
"Persons Place of Usual Residence","59","Jagajaga",1968
"Persons Place of Usual Residence","59","Scullin",1607
"Persons Place of Usual Residence","59","Gorton",1612
"Persons Place of Usual Residence","59","Calwell",1353
"Persons Place of Usual Residence","59","Aston",2012
"Persons Place of Usual Residence","59","La Trobe",1189
"Persons Place of Usual Residence","59","Bruce",2045
"Persons Place of Usual Residence","59","Holt",1307
"Persons Place of Usual Residence","59","Fraser",1697
"Persons Place of Usual Residence","59","Lalor",1427
"Persons Place of Usual Residence","59","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","59","No usual address (Vic.)",85
"Persons Place of Usual Residence","59","Total",67905
"Persons Place of Usual Residence","60","Casey",1972
"Persons Place of Usual Residence","60","Dunkley",1837
"Persons Place of Usual Residence","60","Gellibrand",1410
"Persons Place of Usual Residence","60","Nicholls",2085
"Persons Place of Usual Residence","60","Indi",2199
"Persons Place of Usual Residence","60","Corio",1830
"Persons Place of Usual Residence","60","Corangamite",1522
"Persons Place of Usual Residence","60","McEwen",1498
"Persons Place of Usual Residence","60","Monash",1935
"Persons Place of Usual Residence","60","Bendigo",1797
"Persons Place of Usual Residence","60","Wannon",2228
"Persons Place of Usual Residence","60","Mallee",2281
"Persons Place of Usual Residence","60","Hawke",1601
"Persons Place of Usual Residence","60","Ballarat",1768
"Persons Place of Usual Residence","60","Gippsland",2176
"Persons Place of Usual Residence","60","Flinders",1904
"Persons Place of Usual Residence","60","Wills",1332
"Persons Place of Usual Residence","60","Melbourne",1294
"Persons Place of Usual Residence","60","Cooper",1378
"Persons Place of Usual Residence","60","Maribyrnong",1663
"Persons Place of Usual Residence","60","Macnamara",1558
"Persons Place of Usual Residence","60","Higgins",1576
"Persons Place of Usual Residence","60","Kooyong",1891
"Persons Place of Usual Residence","60","Menzies",1935
"Persons Place of Usual Residence","60","Chisholm",1847
"Persons Place of Usual Residence","60","Deakin",1861
"Persons Place of Usual Residence","60","Goldstein",1736
"Persons Place of Usual Residence","60","Hotham",1976
"Persons Place of Usual Residence","60","Isaacs",1691
"Persons Place of Usual Residence","60","Jagajaga",1960
"Persons Place of Usual Residence","60","Scullin",1656
"Persons Place of Usual Residence","60","Gorton",1568
"Persons Place of Usual Residence","60","Calwell",1316
"Persons Place of Usual Residence","60","Aston",1949
"Persons Place of Usual Residence","60","La Trobe",1170
"Persons Place of Usual Residence","60","Bruce",1996
"Persons Place of Usual Residence","60","Holt",1317
"Persons Place of Usual Residence","60","Fraser",1740
"Persons Place of Usual Residence","60","Lalor",1480
"Persons Place of Usual Residence","60","Migratory - Offshore - Shipping (Vic.)",3
"Persons Place of Usual Residence","60","No usual address (Vic.)",100
"Persons Place of Usual Residence","60","Total",68032
"Persons Place of Usual Residence","61","Casey",1884
"Persons Place of Usual Residence","61","Dunkley",1703
"Persons Place of Usual Residence","61","Gellibrand",1393
"Persons Place of Usual Residence","61","Nicholls",2002
"Persons Place of Usual Residence","61","Indi",2250
"Persons Place of Usual Residence","61","Corio",1725
"Persons Place of Usual Residence","61","Corangamite",1506
"Persons Place of Usual Residence","61","McEwen",1418
"Persons Place of Usual Residence","61","Monash",1814
"Persons Place of Usual Residence","61","Bendigo",1774
"Persons Place of Usual Residence","61","Wannon",2201
"Persons Place of Usual Residence","61","Mallee",2365
"Persons Place of Usual Residence","61","Hawke",1489
"Persons Place of Usual Residence","61","Ballarat",1746
"Persons Place of Usual Residence","61","Gippsland",2100
"Persons Place of Usual Residence","61","Flinders",1877
"Persons Place of Usual Residence","61","Wills",1208
"Persons Place of Usual Residence","61","Melbourne",1212
"Persons Place of Usual Residence","61","Cooper",1320
"Persons Place of Usual Residence","61","Maribyrnong",1506
"Persons Place of Usual Residence","61","Macnamara",1523
"Persons Place of Usual Residence","61","Higgins",1383
"Persons Place of Usual Residence","61","Kooyong",1706
"Persons Place of Usual Residence","61","Menzies",1795
"Persons Place of Usual Residence","61","Chisholm",1749
"Persons Place of Usual Residence","61","Deakin",1759
"Persons Place of Usual Residence","61","Goldstein",1771
"Persons Place of Usual Residence","61","Hotham",1865
"Persons Place of Usual Residence","61","Isaacs",1639
"Persons Place of Usual Residence","61","Jagajaga",1843
"Persons Place of Usual Residence","61","Scullin",1542
"Persons Place of Usual Residence","61","Gorton",1568
"Persons Place of Usual Residence","61","Calwell",1256
"Persons Place of Usual Residence","61","Aston",1949
"Persons Place of Usual Residence","61","La Trobe",1096
"Persons Place of Usual Residence","61","Bruce",1921
"Persons Place of Usual Residence","61","Holt",1141
"Persons Place of Usual Residence","61","Fraser",1643
"Persons Place of Usual Residence","61","Lalor",1328
"Persons Place of Usual Residence","61","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","61","No usual address (Vic.)",65
"Persons Place of Usual Residence","61","Total",65045
"Persons Place of Usual Residence","62","Casey",1822
"Persons Place of Usual Residence","62","Dunkley",1689
"Persons Place of Usual Residence","62","Gellibrand",1310
"Persons Place of Usual Residence","62","Nicholls",2007
"Persons Place of Usual Residence","62","Indi",2141
"Persons Place of Usual Residence","62","Corio",1747
"Persons Place of Usual Residence","62","Corangamite",1485
"Persons Place of Usual Residence","62","McEwen",1282
"Persons Place of Usual Residence","62","Monash",1895
"Persons Place of Usual Residence","62","Bendigo",1856
"Persons Place of Usual Residence","62","Wannon",2134
"Persons Place of Usual Residence","62","Mallee",2224
"Persons Place of Usual Residence","62","Hawke",1538
"Persons Place of Usual Residence","62","Ballarat",1728
"Persons Place of Usual Residence","62","Gippsland",2122
"Persons Place of Usual Residence","62","Flinders",1799
"Persons Place of Usual Residence","62","Wills",1119
"Persons Place of Usual Residence","62","Melbourne",1172
"Persons Place of Usual Residence","62","Cooper",1231
"Persons Place of Usual Residence","62","Maribyrnong",1493
"Persons Place of Usual Residence","62","Macnamara",1391
"Persons Place of Usual Residence","62","Higgins",1367
"Persons Place of Usual Residence","62","Kooyong",1769
"Persons Place of Usual Residence","62","Menzies",1740
"Persons Place of Usual Residence","62","Chisholm",1667
"Persons Place of Usual Residence","62","Deakin",1691
"Persons Place of Usual Residence","62","Goldstein",1669
"Persons Place of Usual Residence","62","Hotham",1781
"Persons Place of Usual Residence","62","Isaacs",1578
"Persons Place of Usual Residence","62","Jagajaga",1806
"Persons Place of Usual Residence","62","Scullin",1482
"Persons Place of Usual Residence","62","Gorton",1457
"Persons Place of Usual Residence","62","Calwell",1109
"Persons Place of Usual Residence","62","Aston",1894
"Persons Place of Usual Residence","62","La Trobe",1116
"Persons Place of Usual Residence","62","Bruce",1866
"Persons Place of Usual Residence","62","Holt",1147
"Persons Place of Usual Residence","62","Fraser",1571
"Persons Place of Usual Residence","62","Lalor",1257
"Persons Place of Usual Residence","62","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","62","No usual address (Vic.)",75
"Persons Place of Usual Residence","62","Total",63215
"Persons Place of Usual Residence","63","Casey",1847
"Persons Place of Usual Residence","63","Dunkley",1688
"Persons Place of Usual Residence","63","Gellibrand",1255
"Persons Place of Usual Residence","63","Nicholls",1985
"Persons Place of Usual Residence","63","Indi",2178
"Persons Place of Usual Residence","63","Corio",1643
"Persons Place of Usual Residence","63","Corangamite",1492
"Persons Place of Usual Residence","63","McEwen",1390
"Persons Place of Usual Residence","63","Monash",1912
"Persons Place of Usual Residence","63","Bendigo",1840
"Persons Place of Usual Residence","63","Wannon",2122
"Persons Place of Usual Residence","63","Mallee",2401
"Persons Place of Usual Residence","63","Hawke",1531
"Persons Place of Usual Residence","63","Ballarat",1724
"Persons Place of Usual Residence","63","Gippsland",2178
"Persons Place of Usual Residence","63","Flinders",1937
"Persons Place of Usual Residence","63","Wills",1088
"Persons Place of Usual Residence","63","Melbourne",1113
"Persons Place of Usual Residence","63","Cooper",1257
"Persons Place of Usual Residence","63","Maribyrnong",1403
"Persons Place of Usual Residence","63","Macnamara",1409
"Persons Place of Usual Residence","63","Higgins",1424
"Persons Place of Usual Residence","63","Kooyong",1616
"Persons Place of Usual Residence","63","Menzies",1670
"Persons Place of Usual Residence","63","Chisholm",1690
"Persons Place of Usual Residence","63","Deakin",1747
"Persons Place of Usual Residence","63","Goldstein",1615
"Persons Place of Usual Residence","63","Hotham",1706
"Persons Place of Usual Residence","63","Isaacs",1476
"Persons Place of Usual Residence","63","Jagajaga",1798
"Persons Place of Usual Residence","63","Scullin",1453
"Persons Place of Usual Residence","63","Gorton",1430
"Persons Place of Usual Residence","63","Calwell",1131
"Persons Place of Usual Residence","63","Aston",1774
"Persons Place of Usual Residence","63","La Trobe",1113
"Persons Place of Usual Residence","63","Bruce",1755
"Persons Place of Usual Residence","63","Holt",1111
"Persons Place of Usual Residence","63","Fraser",1529
"Persons Place of Usual Residence","63","Lalor",1239
"Persons Place of Usual Residence","63","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","63","No usual address (Vic.)",61
"Persons Place of Usual Residence","63","Total",62716
"Persons Place of Usual Residence","64","Casey",1799
"Persons Place of Usual Residence","64","Dunkley",1602
"Persons Place of Usual Residence","64","Gellibrand",1141
"Persons Place of Usual Residence","64","Nicholls",2072
"Persons Place of Usual Residence","64","Indi",1938
"Persons Place of Usual Residence","64","Corio",1648
"Persons Place of Usual Residence","64","Corangamite",1496
"Persons Place of Usual Residence","64","McEwen",1202
"Persons Place of Usual Residence","64","Monash",1945
"Persons Place of Usual Residence","64","Bendigo",1852
"Persons Place of Usual Residence","64","Wannon",2148
"Persons Place of Usual Residence","64","Mallee",2203
"Persons Place of Usual Residence","64","Hawke",1383
"Persons Place of Usual Residence","64","Ballarat",1748
"Persons Place of Usual Residence","64","Gippsland",2076
"Persons Place of Usual Residence","64","Flinders",1929
"Persons Place of Usual Residence","64","Wills",1038
"Persons Place of Usual Residence","64","Melbourne",1019
"Persons Place of Usual Residence","64","Cooper",1134
"Persons Place of Usual Residence","64","Maribyrnong",1461
"Persons Place of Usual Residence","64","Macnamara",1380
"Persons Place of Usual Residence","64","Higgins",1430
"Persons Place of Usual Residence","64","Kooyong",1612
"Persons Place of Usual Residence","64","Menzies",1671
"Persons Place of Usual Residence","64","Chisholm",1629
"Persons Place of Usual Residence","64","Deakin",1668
"Persons Place of Usual Residence","64","Goldstein",1613
"Persons Place of Usual Residence","64","Hotham",1659
"Persons Place of Usual Residence","64","Isaacs",1518
"Persons Place of Usual Residence","64","Jagajaga",1706
"Persons Place of Usual Residence","64","Scullin",1433
"Persons Place of Usual Residence","64","Gorton",1386
"Persons Place of Usual Residence","64","Calwell",1007
"Persons Place of Usual Residence","64","Aston",1835
"Persons Place of Usual Residence","64","La Trobe",1001
"Persons Place of Usual Residence","64","Bruce",1726
"Persons Place of Usual Residence","64","Holt",1056
"Persons Place of Usual Residence","64","Fraser",1453
"Persons Place of Usual Residence","64","Lalor",1121
"Persons Place of Usual Residence","64","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","64","No usual address (Vic.)",83
"Persons Place of Usual Residence","64","Total",60826
"Persons Place of Usual Residence","65","Casey",1794
"Persons Place of Usual Residence","65","Dunkley",1610
"Persons Place of Usual Residence","65","Gellibrand",1121
"Persons Place of Usual Residence","65","Nicholls",1942
"Persons Place of Usual Residence","65","Indi",2082
"Persons Place of Usual Residence","65","Corio",1529
"Persons Place of Usual Residence","65","Corangamite",1546
"Persons Place of Usual Residence","65","McEwen",1272
"Persons Place of Usual Residence","65","Monash",1926
"Persons Place of Usual Residence","65","Bendigo",1775
"Persons Place of Usual Residence","65","Wannon",2097
"Persons Place of Usual Residence","65","Mallee",2237
"Persons Place of Usual Residence","65","Hawke",1435
"Persons Place of Usual Residence","65","Ballarat",1679
"Persons Place of Usual Residence","65","Gippsland",2135
"Persons Place of Usual Residence","65","Flinders",1953
"Persons Place of Usual Residence","65","Wills",1067
"Persons Place of Usual Residence","65","Melbourne",1128
"Persons Place of Usual Residence","65","Cooper",1112
"Persons Place of Usual Residence","65","Maribyrnong",1454
"Persons Place of Usual Residence","65","Macnamara",1357
"Persons Place of Usual Residence","65","Higgins",1312
"Persons Place of Usual Residence","65","Kooyong",1573
"Persons Place of Usual Residence","65","Menzies",1629
"Persons Place of Usual Residence","65","Chisholm",1631
"Persons Place of Usual Residence","65","Deakin",1725
"Persons Place of Usual Residence","65","Goldstein",1604
"Persons Place of Usual Residence","65","Hotham",1681
"Persons Place of Usual Residence","65","Isaacs",1430
"Persons Place of Usual Residence","65","Jagajaga",1755
"Persons Place of Usual Residence","65","Scullin",1335
"Persons Place of Usual Residence","65","Gorton",1322
"Persons Place of Usual Residence","65","Calwell",954
"Persons Place of Usual Residence","65","Aston",1719
"Persons Place of Usual Residence","65","La Trobe",1016
"Persons Place of Usual Residence","65","Bruce",1639
"Persons Place of Usual Residence","65","Holt",980
"Persons Place of Usual Residence","65","Fraser",1433
"Persons Place of Usual Residence","65","Lalor",1185
"Persons Place of Usual Residence","65","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","65","No usual address (Vic.)",61
"Persons Place of Usual Residence","65","Total",60234
"Persons Place of Usual Residence","66","Casey",1758
"Persons Place of Usual Residence","66","Dunkley",1534
"Persons Place of Usual Residence","66","Gellibrand",1098
"Persons Place of Usual Residence","66","Nicholls",1970
"Persons Place of Usual Residence","66","Indi",2075
"Persons Place of Usual Residence","66","Corio",1575
"Persons Place of Usual Residence","66","Corangamite",1545
"Persons Place of Usual Residence","66","McEwen",1223
"Persons Place of Usual Residence","66","Monash",2029
"Persons Place of Usual Residence","66","Bendigo",1747
"Persons Place of Usual Residence","66","Wannon",2118
"Persons Place of Usual Residence","66","Mallee",2261
"Persons Place of Usual Residence","66","Hawke",1318
"Persons Place of Usual Residence","66","Ballarat",1606
"Persons Place of Usual Residence","66","Gippsland",2164
"Persons Place of Usual Residence","66","Flinders",2018
"Persons Place of Usual Residence","66","Wills",996
"Persons Place of Usual Residence","66","Melbourne",1026
"Persons Place of Usual Residence","66","Cooper",1080
"Persons Place of Usual Residence","66","Maribyrnong",1332
"Persons Place of Usual Residence","66","Macnamara",1369
"Persons Place of Usual Residence","66","Higgins",1346
"Persons Place of Usual Residence","66","Kooyong",1645
"Persons Place of Usual Residence","66","Menzies",1608
"Persons Place of Usual Residence","66","Chisholm",1552
"Persons Place of Usual Residence","66","Deakin",1524
"Persons Place of Usual Residence","66","Goldstein",1493
"Persons Place of Usual Residence","66","Hotham",1521
"Persons Place of Usual Residence","66","Isaacs",1388
"Persons Place of Usual Residence","66","Jagajaga",1675
"Persons Place of Usual Residence","66","Scullin",1320
"Persons Place of Usual Residence","66","Gorton",1247
"Persons Place of Usual Residence","66","Calwell",924
"Persons Place of Usual Residence","66","Aston",1611
"Persons Place of Usual Residence","66","La Trobe",998
"Persons Place of Usual Residence","66","Bruce",1582
"Persons Place of Usual Residence","66","Holt",956
"Persons Place of Usual Residence","66","Fraser",1345
"Persons Place of Usual Residence","66","Lalor",1008
"Persons Place of Usual Residence","66","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","66","No usual address (Vic.)",65
"Persons Place of Usual Residence","66","Total",58644
"Persons Place of Usual Residence","67","Casey",1580
"Persons Place of Usual Residence","67","Dunkley",1468
"Persons Place of Usual Residence","67","Gellibrand",1081
"Persons Place of Usual Residence","67","Nicholls",1838
"Persons Place of Usual Residence","67","Indi",2004
"Persons Place of Usual Residence","67","Corio",1614
"Persons Place of Usual Residence","67","Corangamite",1424
"Persons Place of Usual Residence","67","McEwen",1211
