"Counting","AGEP Age","MB by Commonwealth Electoral Divisions (UR)","Count"
"Persons Place of Usual Residence","67","Monash",1823
"Persons Place of Usual Residence","67","Bendigo",1579
"Persons Place of Usual Residence","67","Wannon",1887
"Persons Place of Usual Residence","67","Mallee",2108
"Persons Place of Usual Residence","67","Hawke",1257
"Persons Place of Usual Residence","67","Ballarat",1635
"Persons Place of Usual Residence","67","Gippsland",2073
"Persons Place of Usual Residence","67","Flinders",1915
"Persons Place of Usual Residence","67","Wills",992
"Persons Place of Usual Residence","67","Melbourne",909
"Persons Place of Usual Residence","67","Cooper",1071
"Persons Place of Usual Residence","67","Maribyrnong",1414
"Persons Place of Usual Residence","67","Macnamara",1287
"Persons Place of Usual Residence","67","Higgins",1254
"Persons Place of Usual Residence","67","Kooyong",1514
"Persons Place of Usual Residence","67","Menzies",1584
"Persons Place of Usual Residence","67","Chisholm",1516
"Persons Place of Usual Residence","67","Deakin",1581
"Persons Place of Usual Residence","67","Goldstein",1477
"Persons Place of Usual Residence","67","Hotham",1624
"Persons Place of Usual Residence","67","Isaacs",1398
"Persons Place of Usual Residence","67","Jagajaga",1631
"Persons Place of Usual Residence","67","Scullin",1295
"Persons Place of Usual Residence","67","Gorton",1267
"Persons Place of Usual Residence","67","Calwell",819
"Persons Place of Usual Residence","67","Aston",1591
"Persons Place of Usual Residence","67","La Trobe",996
"Persons Place of Usual Residence","67","Bruce",1513
"Persons Place of Usual Residence","67","Holt",877
"Persons Place of Usual Residence","67","Fraser",1253
"Persons Place of Usual Residence","67","Lalor",1026
"Persons Place of Usual Residence","67","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","67","No usual address (Vic.)",65
"Persons Place of Usual Residence","67","Total",56445
"Persons Place of Usual Residence","68","Casey",1610
"Persons Place of Usual Residence","68","Dunkley",1503
"Persons Place of Usual Residence","68","Gellibrand",1040
"Persons Place of Usual Residence","68","Nicholls",1872
"Persons Place of Usual Residence","68","Indi",1963
"Persons Place of Usual Residence","68","Corio",1490
"Persons Place of Usual Residence","68","Corangamite",1426
"Persons Place of Usual Residence","68","McEwen",1172
"Persons Place of Usual Residence","68","Monash",1899
"Persons Place of Usual Residence","68","Bendigo",1575
"Persons Place of Usual Residence","68","Wannon",1837
"Persons Place of Usual Residence","68","Mallee",2141
"Persons Place of Usual Residence","68","Hawke",1199
"Persons Place of Usual Residence","68","Ballarat",1592
"Persons Place of Usual Residence","68","Gippsland",2004
"Persons Place of Usual Residence","68","Flinders",2105
"Persons Place of Usual Residence","68","Wills",998
"Persons Place of Usual Residence","68","Melbourne",971
"Persons Place of Usual Residence","68","Cooper",1063
"Persons Place of Usual Residence","68","Maribyrnong",1431
"Persons Place of Usual Residence","68","Macnamara",1325
"Persons Place of Usual Residence","68","Higgins",1298
"Persons Place of Usual Residence","68","Kooyong",1513
"Persons Place of Usual Residence","68","Menzies",1630
"Persons Place of Usual Residence","68","Chisholm",1602
"Persons Place of Usual Residence","68","Deakin",1612
"Persons Place of Usual Residence","68","Goldstein",1501
"Persons Place of Usual Residence","68","Hotham",1641
"Persons Place of Usual Residence","68","Isaacs",1371
"Persons Place of Usual Residence","68","Jagajaga",1565
"Persons Place of Usual Residence","68","Scullin",1357
"Persons Place of Usual Residence","68","Gorton",1183
"Persons Place of Usual Residence","68","Calwell",866
"Persons Place of Usual Residence","68","Aston",1568
"Persons Place of Usual Residence","68","La Trobe",991
"Persons Place of Usual Residence","68","Bruce",1397
"Persons Place of Usual Residence","68","Holt",937
"Persons Place of Usual Residence","68","Fraser",1268
"Persons Place of Usual Residence","68","Lalor",976
"Persons Place of Usual Residence","68","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","68","No usual address (Vic.)",63
"Persons Place of Usual Residence","68","Total",56542
"Persons Place of Usual Residence","69","Casey",1715
"Persons Place of Usual Residence","69","Dunkley",1677
"Persons Place of Usual Residence","69","Gellibrand",1011
"Persons Place of Usual Residence","69","Nicholls",1904
"Persons Place of Usual Residence","69","Indi",2080
"Persons Place of Usual Residence","69","Corio",1635
"Persons Place of Usual Residence","69","Corangamite",1571
"Persons Place of Usual Residence","69","McEwen",1300
"Persons Place of Usual Residence","69","Monash",1953
"Persons Place of Usual Residence","69","Bendigo",1840
"Persons Place of Usual Residence","69","Wannon",2060
"Persons Place of Usual Residence","69","Mallee",2237
"Persons Place of Usual Residence","69","Hawke",1280
"Persons Place of Usual Residence","69","Ballarat",1650
"Persons Place of Usual Residence","69","Gippsland",2150
"Persons Place of Usual Residence","69","Flinders",2232
"Persons Place of Usual Residence","69","Wills",910
"Persons Place of Usual Residence","69","Melbourne",1004
"Persons Place of Usual Residence","69","Cooper",1092
"Persons Place of Usual Residence","69","Maribyrnong",1435
"Persons Place of Usual Residence","69","Macnamara",1422
"Persons Place of Usual Residence","69","Higgins",1371
"Persons Place of Usual Residence","69","Kooyong",1610
"Persons Place of Usual Residence","69","Menzies",1771
"Persons Place of Usual Residence","69","Chisholm",1715
"Persons Place of Usual Residence","69","Deakin",1739
"Persons Place of Usual Residence","69","Goldstein",1680
"Persons Place of Usual Residence","69","Hotham",1745
"Persons Place of Usual Residence","69","Isaacs",1457
"Persons Place of Usual Residence","69","Jagajaga",1711
"Persons Place of Usual Residence","69","Scullin",1233
"Persons Place of Usual Residence","69","Gorton",1091
"Persons Place of Usual Residence","69","Calwell",899
"Persons Place of Usual Residence","69","Aston",1570
"Persons Place of Usual Residence","69","La Trobe",1037
"Persons Place of Usual Residence","69","Bruce",1459
"Persons Place of Usual Residence","69","Holt",906
"Persons Place of Usual Residence","69","Fraser",1306
"Persons Place of Usual Residence","69","Lalor",1024
"Persons Place of Usual Residence","69","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","69","No usual address (Vic.)",48
"Persons Place of Usual Residence","69","Total",59526
"Persons Place of Usual Residence","70","Casey",1477
"Persons Place of Usual Residence","70","Dunkley",1411
"Persons Place of Usual Residence","70","Gellibrand",902
"Persons Place of Usual Residence","70","Nicholls",1679
"Persons Place of Usual Residence","70","Indi",1772
"Persons Place of Usual Residence","70","Corio",1326
"Persons Place of Usual Residence","70","Corangamite",1308
"Persons Place of Usual Residence","70","McEwen",994
"Persons Place of Usual Residence","70","Monash",1699
"Persons Place of Usual Residence","70","Bendigo",1313
"Persons Place of Usual Residence","70","Wannon",1675
"Persons Place of Usual Residence","70","Mallee",1779
"Persons Place of Usual Residence","70","Hawke",998
"Persons Place of Usual Residence","70","Ballarat",1366
"Persons Place of Usual Residence","70","Gippsland",1781
"Persons Place of Usual Residence","70","Flinders",1901
"Persons Place of Usual Residence","70","Wills",868
"Persons Place of Usual Residence","70","Melbourne",795
"Persons Place of Usual Residence","70","Cooper",965
"Persons Place of Usual Residence","70","Maribyrnong",1249
"Persons Place of Usual Residence","70","Macnamara",1078
"Persons Place of Usual Residence","70","Higgins",1169
"Persons Place of Usual Residence","70","Kooyong",1448
"Persons Place of Usual Residence","70","Menzies",1515
"Persons Place of Usual Residence","70","Chisholm",1496
"Persons Place of Usual Residence","70","Deakin",1462
"Persons Place of Usual Residence","70","Goldstein",1394
"Persons Place of Usual Residence","70","Hotham",1426
"Persons Place of Usual Residence","70","Isaacs",1195
"Persons Place of Usual Residence","70","Jagajaga",1389
"Persons Place of Usual Residence","70","Scullin",1038
"Persons Place of Usual Residence","70","Gorton",938
"Persons Place of Usual Residence","70","Calwell",725
"Persons Place of Usual Residence","70","Aston",1209
"Persons Place of Usual Residence","70","La Trobe",822
"Persons Place of Usual Residence","70","Bruce",1239
"Persons Place of Usual Residence","70","Holt",718
"Persons Place of Usual Residence","70","Fraser",1095
"Persons Place of Usual Residence","70","Lalor",803
"Persons Place of Usual Residence","70","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","70","No usual address (Vic.)",55
"Persons Place of Usual Residence","70","Total",49475
"Persons Place of Usual Residence","71","Casey",1286
"Persons Place of Usual Residence","71","Dunkley",1230
"Persons Place of Usual Residence","71","Gellibrand",756
"Persons Place of Usual Residence","71","Nicholls",1543
"Persons Place of Usual Residence","71","Indi",1607
"Persons Place of Usual Residence","71","Corio",1175
"Persons Place of Usual Residence","71","Corangamite",1232
"Persons Place of Usual Residence","71","McEwen",871
"Persons Place of Usual Residence","71","Monash",1561
"Persons Place of Usual Residence","71","Bendigo",1373
"Persons Place of Usual Residence","71","Wannon",1567
"Persons Place of Usual Residence","71","Mallee",1771
"Persons Place of Usual Residence","71","Hawke",882
"Persons Place of Usual Residence","71","Ballarat",1245
"Persons Place of Usual Residence","71","Gippsland",1630
"Persons Place of Usual Residence","71","Flinders",1862
"Persons Place of Usual Residence","71","Wills",815
"Persons Place of Usual Residence","71","Melbourne",799
"Persons Place of Usual Residence","71","Cooper",871
"Persons Place of Usual Residence","71","Maribyrnong",1077
"Persons Place of Usual Residence","71","Macnamara",1007
"Persons Place of Usual Residence","71","Higgins",1049
"Persons Place of Usual Residence","71","Kooyong",1184
"Persons Place of Usual Residence","71","Menzies",1481
"Persons Place of Usual Residence","71","Chisholm",1422
"Persons Place of Usual Residence","71","Deakin",1311
"Persons Place of Usual Residence","71","Goldstein",1246
"Persons Place of Usual Residence","71","Hotham",1408
"Persons Place of Usual Residence","71","Isaacs",1172
"Persons Place of Usual Residence","71","Jagajaga",1303
"Persons Place of Usual Residence","71","Scullin",977
"Persons Place of Usual Residence","71","Gorton",841
"Persons Place of Usual Residence","71","Calwell",630
"Persons Place of Usual Residence","71","Aston",1216
"Persons Place of Usual Residence","71","La Trobe",806
"Persons Place of Usual Residence","71","Bruce",1121
"Persons Place of Usual Residence","71","Holt",696
"Persons Place of Usual Residence","71","Fraser",1028
"Persons Place of Usual Residence","71","Lalor",694
"Persons Place of Usual Residence","71","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","71","No usual address (Vic.)",37
"Persons Place of Usual Residence","71","Total",45783
"Persons Place of Usual Residence","72","Casey",1208
"Persons Place of Usual Residence","72","Dunkley",1193
"Persons Place of Usual Residence","72","Gellibrand",815
"Persons Place of Usual Residence","72","Nicholls",1522
"Persons Place of Usual Residence","72","Indi",1473
"Persons Place of Usual Residence","72","Corio",1187
"Persons Place of Usual Residence","72","Corangamite",1148
"Persons Place of Usual Residence","72","McEwen",858
"Persons Place of Usual Residence","72","Monash",1493
"Persons Place of Usual Residence","72","Bendigo",1254
"Persons Place of Usual Residence","72","Wannon",1517
"Persons Place of Usual Residence","72","Mallee",1675
"Persons Place of Usual Residence","72","Hawke",864
"Persons Place of Usual Residence","72","Ballarat",1165
"Persons Place of Usual Residence","72","Gippsland",1531
"Persons Place of Usual Residence","72","Flinders",1715
"Persons Place of Usual Residence","72","Wills",826
"Persons Place of Usual Residence","72","Melbourne",659
"Persons Place of Usual Residence","72","Cooper",923
"Persons Place of Usual Residence","72","Maribyrnong",1085
"Persons Place of Usual Residence","72","Macnamara",905
"Persons Place of Usual Residence","72","Higgins",1011
"Persons Place of Usual Residence","72","Kooyong",1238
"Persons Place of Usual Residence","72","Menzies",1500
"Persons Place of Usual Residence","72","Chisholm",1439
"Persons Place of Usual Residence","72","Deakin",1377
"Persons Place of Usual Residence","72","Goldstein",1199
"Persons Place of Usual Residence","72","Hotham",1332
"Persons Place of Usual Residence","72","Isaacs",1112
"Persons Place of Usual Residence","72","Jagajaga",1235
"Persons Place of Usual Residence","72","Scullin",950
"Persons Place of Usual Residence","72","Gorton",804
"Persons Place of Usual Residence","72","Calwell",694
"Persons Place of Usual Residence","72","Aston",1129
"Persons Place of Usual Residence","72","La Trobe",757
"Persons Place of Usual Residence","72","Bruce",1071
"Persons Place of Usual Residence","72","Holt",671
"Persons Place of Usual Residence","72","Fraser",1019
"Persons Place of Usual Residence","72","Lalor",672
"Persons Place of Usual Residence","72","Migratory - Offshore - Shipping (Vic.)",0
"Persons Place of Usual Residence","72","No usual address (Vic.)",40
